accession,entry_type,database,primary_id,secondary_id,isoform
A0A0R4IBC5,TrEMBL,Ensembl,ENSDART00000161343.2,ENSDARP00000132156.1,
A0A0R4IBC5,TrEMBL,ZFIN,ZDB-GENE-110321-1,cep83,
A0A0R4IBC7,TrEMBL,Ensembl,ENSDART00000169561.2,ENSDARP00000132095.1,
A0A0R4IBC7,TrEMBL,ZFIN,ZDB-GENE-141211-41,si:ch211-261d9.1,
A0A0R4IBD3,TrEMBL,Ensembl,ENSDART00000165058.2,ENSDARP00000130461.1,
A0A0R4IBD3,TrEMBL,ZFIN,ZDB-GENE-040426-1656,rims2a,
A0A0R4IBD6,TrEMBL,Ensembl,ENSDART00000171920.3,ENSDARP00000132177.1,
A0A0R4IBD6,TrEMBL,ZFIN,ZDB-GENE-030723-5,dcp1a,
A0A0R4IBD7,TrEMBL,Ensembl,ENSDART00000165591.2,ENSDARP00000130891.2,
A0A0R4IBD7,TrEMBL,ZFIN,ZDB-GENE-131127-31,si:dkey-285b23.3,
A0A0R4IBD8,TrEMBL,Ensembl,ENSDART00000162186.3,ENSDARP00000130100.1,
A0A0R4IBD8,TrEMBL,ZFIN,ZDB-GENE-131024-2,itchb,
A0A0R4IBE1,TrEMBL,Ensembl,ENSDART00000159687.2,ENSDARP00000130179.2,
A0A0R4IBE1,TrEMBL,ZFIN,ZDB-GENE-070705-401,si:dkey-238k10.3,
A0A0R4IBE3,TrEMBL,Ensembl,ENSDART00000163845.2,ENSDARP00000131353.2,
A0A0R4IBE3,TrEMBL,ZFIN,ZDB-GENE-071218-5,syne2b,
A0A0R4IBE4,TrEMBL,Ensembl,ENSDART00000162656.2,ENSDARP00000130166.1,
A0A0R4IBE4,TrEMBL,ZFIN,ZDB-GENE-110411-176,tgm5l,
A0A0R4IBE6,TrEMBL,Ensembl,ENSDART00000137620.3,ENSDARP00000132197.1,
A0A0R4IBE6,TrEMBL,ZFIN,ZDB-GENE-030131-7892,si:ch73-46j18.5,
A0A0R4IBF0,TrEMBL,Ensembl,ENSDART00000164978.2,ENSDARP00000130092.1,
A0A0R4IBF0,TrEMBL,ZFIN,ZDB-GENE-111209-1,mast3b,
A0A0R4IBF2,TrEMBL,Ensembl,ENSDART00000165924.2,ENSDARP00000132003.1,
A0A0R4IBF2,TrEMBL,ZFIN,ZDB-GENE-050417-170,cib1,
A0A0R4IBF3,TrEMBL,Ensembl,ENSDART00000170809.2,ENSDARP00000130253.1,
A0A0R4IBF3,TrEMBL,ZFIN,ZDB-GENE-070620-4,slc25a17,
A0A0R4IBF6,TrEMBL,Ensembl,ENSDART00000171185.2,ENSDARP00000131373.2,
A0A0R4IBF6,TrEMBL,ZFIN,ZDB-GENE-130530-823,gmip,
A0A0R4IBF7,TrEMBL,Ensembl,ENSDART00000162778.2,ENSDARP00000130911.1,
A0A0R4IBF7,TrEMBL,ZFIN,ZDB-GENE-050208-559,si:dkey-190j3.3,
A0A0R4IBF9,TrEMBL,Ensembl,ENSDART00000158197.2,ENSDARP00000131795.2,
A0A0R4IBF9,TrEMBL,ZFIN,ZDB-GENE-131119-50,si:dkey-73p2.2,
A0A0R4IBG0,TrEMBL,Ensembl,ENSDART00000165999.2,ENSDARP00000130139.1,
A0A0R4IBG0,TrEMBL,ZFIN,ZDB-GENE-031126-1,scarb1,
A0A0R4IBG1,TrEMBL,Ensembl,ENSDART00000167140.2,ENSDARP00000130120.1,
A0A0R4IBG1,TrEMBL,ZFIN,ZDB-GENE-131121-338,si:dkey-34d22.1,
A0A0R4IBG7,TrEMBL,Ensembl,ENSDART00000165946.2,ENSDARP00000130112.2,
A0A0R4IBG7,TrEMBL,ZFIN,ZDB-GENE-040426-1219,usp20,
A0A0R4IBG8,TrEMBL,Ensembl,ENSDART00000166846.2,ENSDARP00000132237.2,
A0A0R4IBG8,TrEMBL,ZFIN,ZDB-GENE-001207-1,supt5h,
A0A0R4IBG9,TrEMBL,Ensembl,ENSDART00000172120.2,ENSDARP00000131815.1,
A0A0R4IBG9,TrEMBL,ZFIN,ZDB-GENE-041210-280,si:ch211-76m11.8,
A0A0R4IBH8,TrEMBL,Ensembl,ENSDART00000159226.2,ENSDARP00000132257.1,
A0A0R4IBH8,TrEMBL,ZFIN,ZDB-GENE-020731-1,pcdh10a,
A0A0R4IBH9,TrEMBL,Ensembl,ENSDART00000165372.2,ENSDARP00000131837.1,
A0A0R4IBH9,TrEMBL,ZFIN,ZDB-GENE-120703-27,si:dkey-279j5.1,
A0A0R4IBI0,TrEMBL,Ensembl,ENSDART00000172448.2,ENSDARP00000130932.1,
A0A0R4IBI0,TrEMBL,RefSeq,XP_002665116.3,XM_002665070.5,
A0A0R4IBI0,TrEMBL,ZFIN,ZDB-GENE-130530-684,dennd4b,
A0A0R4IBI1,TrEMBL,Ensembl,ENSDART00000172173.2,ENSDARP00000132198.2,
A0A0R4IBI1,TrEMBL,ZFIN,ZDB-GENE-120703-2,si:dkeyp-44d3.5,
A0A0R4IBI3,TrEMBL,Ensembl,ENSDART00000166039.2,ENSDARP00000132043.1,
A0A0R4IBI3,TrEMBL,ZFIN,ZDB-GENE-040426-1507,relch,
A0A0R4IBJ1,TrEMBL,Ensembl,ENSDART00000165906.2,ENSDARP00000132218.1,
A0A0R4IBJ1,TrEMBL,ZFIN,ZDB-GENE-030724-6,prickle2b,
A0A0R4IBJ4,TrEMBL,Ensembl,ENSDART00000170201.2,ENSDARP00000132299.2,
A0A0R4IBJ4,TrEMBL,ZFIN,ZDB-GENE-040514-1,ighv1-4,
A0A0R4IBJ5,TrEMBL,Ensembl,ENSDART00000168925.2,ENSDARP00000129888.2,
A0A0R4IBJ5,TrEMBL,ZFIN,ZDB-GENE-060126-3,moxd1l,
A0A0R4IBJ8,TrEMBL,Ensembl,ENSDART00000166540.2,ENSDARP00000130174.2,
A0A0R4IBJ8,TrEMBL,ZFIN,ZDB-GENE-040426-1752,kcnip3b,
A0A0R4IBK1,TrEMBL,Ensembl,ENSDART00000168870.3,ENSDARP00000130532.1,
A0A0R4IBK1,TrEMBL,ZFIN,ZDB-GENE-061103-130,gpr107,
A0A0R4IBK6,TrEMBL,Ensembl,ENSDART00000160506.2,ENSDARP00000130281.1,
A0A0R4IBK6,TrEMBL,ZFIN,ZDB-GENE-091204-213,si:ch211-71n6.4,
A0A0R4IBK7,TrEMBL,Ensembl,ENSDART00000159342.2,ENSDARP00000130972.1,
A0A0R4IBK7,TrEMBL,ZFIN,ZDB-GENE-990415-200,pax6a,
A0A0R4IBL2,TrEMBL,Ensembl,ENSDART00000158583.2,ENSDARP00000130221.2,
A0A0R4IBL2,TrEMBL,ZFIN,ZDB-GENE-050309-39,elmo3,
A0A0R4IBL4,TrEMBL,Ensembl,ENSDART00000163175.2,ENSDARP00000131473.1,
A0A0R4IBL4,TrEMBL,ZFIN,ZDB-GENE-030131-5443,dcun1d1,
A0A0R4IBL5,TrEMBL,Ensembl,ENSDART00000169017.2,ENSDARP00000132310.2,
A0A0R4IBL5,TrEMBL,ZFIN,ZDB-GENE-000823-8,hoxa11a,
A0A0R4IBM5,TrEMBL,Ensembl,ENSDART00000167240.2,ENSDARP00000130301.1,
A0A0R4IBM5,TrEMBL,ZFIN,ZDB-GENE-041026-3,snip1,
A0A0R4IBM8,TrEMBL,Ensembl,ENSDART00000158068.2,ENSDARP00000130355.1,
A0A0R4IBM8,TrEMBL,ZFIN,ZDB-GENE-030131-587,ilf3b,
A0A0R4IBN1,TrEMBL,Ensembl,ENSDART00000167903.2,ENSDARP00000131513.2,
A0A0R4IBN3,TrEMBL,Ensembl,ENSDART00000170642.2,ENSDARP00000132360.1,
A0A0R4IBN3,TrEMBL,ZFIN,ZDB-GENE-070424-178,trim35-19,
A0A0R4IBN6,TrEMBL,Ensembl,ENSDART00000157959.2,ENSDARP00000132124.1,
A0A0R4IBN6,TrEMBL,ZFIN,ZDB-GENE-040426-1584,cyp2k18,
A0A0R4IBP0,TrEMBL,Ensembl,ENSDART00000172599.2,ENSDARP00000130321.1,
A0A0R4IBP0,TrEMBL,ZFIN,ZDB-GENE-081103-22,si:ch211-106j21.6,
A0A0R4IBP1,TrEMBL,Ensembl,ENSDART00000172290.3,ENSDARP00000130626.1,
A0A0R4IBP1,TrEMBL,ZFIN,ZDB-GENE-030131-6400,nelfa,
A0A0R4IBP3,TrEMBL,Ensembl,ENSDART00000166290.2,ENSDARP00000131533.2,
A0A0R4IBP3,TrEMBL,ZFIN,ZDB-GENE-060929-32,os9,
A0A0R4IBP5,TrEMBL,Ensembl,ENSDART00000160685.2,ENSDARP00000132351.2,
A0A0R4IBP5,TrEMBL,ZFIN,ZDB-GENE-030411-1,selenot1b,
A0A0R4IBP6,TrEMBL,Ensembl,ENSDART00000169271.2,ENSDARP00000131958.1,
A0A0R4IBP6,TrEMBL,ZFIN,ZDB-GENE-070705-375,btr23,
A0A0R4IBP9,TrEMBL,Ensembl,ENSDART00000168107.2,ENSDARP00000132145.1,
A0A0R4IBP9,TrEMBL,ZFIN,ZDB-GENE-060610-1,crb2b,
A0A0R4IBQ3,TrEMBL,Ensembl,ENSDART00000163069.2,ENSDARP00000130646.1,
A0A0R4IBQ3,TrEMBL,ZFIN,ZDB-GENE-131118-16,si:dkey-146c18.2,
A0A0R4IBQ7,TrEMBL,Ensembl,ENSDART00000172676.3,ENSDARP00000130264.2,
A0A0R4IBQ7,TrEMBL,ZFIN,ZDB-GENE-090629-2,f8,
A0A0R4IBQ8,TrEMBL,Ensembl,ENSDART00000172446.2,ENSDARP00000131553.1,
A0A0R4IBQ8,TrEMBL,ZFIN,ZDB-GENE-040801-248,stac3,
A0A0R4IBR1,TrEMBL,Ensembl,ENSDART00000160900.2,ENSDARP00000131979.1,
A0A0R4IBR1,TrEMBL,ZFIN,ZDB-GENE-050315-1,adcyap1r1a,
A0A0R4IBR2,TrEMBL,Ensembl,ENSDART00000167498.2,ENSDARP00000131195.1,
A0A0R4IBR2,TrEMBL,ZFIN,ZDB-GENE-060503-504,si:ch211-237a4.2,
A0A0R4IBR3,TrEMBL,Ensembl,ENSDART00000172655.2,ENSDARP00000132371.2,
A0A0R4IBR3,TrEMBL,ZFIN,ZDB-GENE-031118-50,snx9b,
A0A0R4IBR5,TrEMBL,Ensembl,ENSDART00000165808.2,ENSDARP00000129964.1,
A0A0R4IBR5,TrEMBL,ZFIN,ZDB-GENE-030131-587,ilf3b,
A0A0R4IBR8,TrEMBL,Ensembl,ENSDART00000161009.2,ENSDARP00000132341.2,
A0A0R4IBR8,TrEMBL,ZFIN,ZDB-GENE-131121-475,si:ch73-329n5.1,
A0A0R4IBR9,TrEMBL,Ensembl,ENSDART00000169049.2,ENSDARP00000130363.1,
A0A0R4IBR9,TrEMBL,ZFIN,ZDB-GENE-061103-214,capn5a,
A0A0R4IBS2,TrEMBL,Ensembl,ENSDART00000168051.2,ENSDARP00000132391.2,
A0A0R4IBS2,TrEMBL,ZFIN,ZDB-GENE-050411-25,nhsl1a,
A0A0R4IBS3,TrEMBL,Ensembl,ENSDART00000162558.2,ENSDARP00000130284.1,
A0A0R4IBS3,TrEMBL,ZFIN,ZDB-GENE-060721-1,tom1,
A0A0R4IBS4,TrEMBL,Ensembl,ENSDART00000169228.2,ENSDARP00000132420.1,
A0A0R4IBS4,TrEMBL,ZFIN,ZDB-GENE-080204-21,vat1l,
A0A0R4IBT1,TrEMBL,Ensembl,ENSDART00000170629.2,ENSDARP00000132361.1,
A0A0R4IBT1,TrEMBL,ZFIN,ZDB-GENE-030714-1,fgf18a,
A0A0R4IBT4,TrEMBL,Ensembl,ENSDART00000166994.2,ENSDARP00000130383.1,
A0A0R4IBT4,TrEMBL,ZFIN,ZDB-GENE-030131-5913,trim24,
A0A0R4IBT7,TrEMBL,Ensembl,ENSDART00000166352.2,ENSDARP00000131055.1,
A0A0R4IBT7,TrEMBL,ZFIN,ZDB-GENE-060929-104,sdr39u1,
A0A0R4IBT8,TrEMBL,Ensembl,ENSDART00000161864.2,ENSDARP00000131235.1,
A0A0R4IBT8,TrEMBL,ZFIN,ZDB-GENE-051030-45,xkr4,
A0A0R4IBU4,TrEMBL,Ensembl,ENSDART00000161154.2,ENSDARP00000131094.2,
A0A0R4IBU4,TrEMBL,ZFIN,ZDB-GENE-060929-1046,fdx2,
A0A0R4IBU5,TrEMBL,Ensembl,ENSDART00000159904.2,ENSDARP00000132432.1,
A0A0R4IBU5,TrEMBL,ZFIN,ZDB-GENE-081104-186,ep400,
A0A0R4IBU7,TrEMBL,Ensembl,ENSDART00000170984.2,ENSDARP00000131634.2,
A0A0R4IBU7,TrEMBL,ZFIN,ZDB-GENE-100209-1,rnf6,
A0A0R4IBV1,TrEMBL,Ensembl,ENSDART00000162762.2,ENSDARP00000132381.1,
A0A0R4IBV1,TrEMBL,ZFIN,ZDB-GENE-141222-81,si:ch73-281i18.4,
A0A0R4IBV3,TrEMBL,Ensembl,ENSDART00000170777.2,ENSDARP00000132039.1,
A0A0R4IBV3,TrEMBL,ZFIN,ZDB-GENE-110914-21,si:dkey-28i19.1,
A0A0R4IBV7,TrEMBL,Ensembl,ENSDART00000159299.2,ENSDARP00000132461.2,
A0A0R4IBV7,TrEMBL,ZFIN,ZDB-GENE-090312-91,chrna6,
A0A0R4IBW0,TrEMBL,Ensembl,ENSDART00000160991.3,ENSDARP00000130345.1,
A0A0R4IBW0,TrEMBL,ZFIN,ZDB-GENE-060825-1,cyp24a1,
A0A0R4IBW1,TrEMBL,Ensembl,ENSDART00000159438.2,ENSDARP00000130390.2,
A0A0R4IBW1,TrEMBL,ZFIN,ZDB-GENE-030131-6366,zgc:162730,
A0A0R4IBW2,TrEMBL,Ensembl,ENSDART00000161702.2,ENSDARP00000130045.1,
A0A0R4IBW2,TrEMBL,ZFIN,ZDB-GENE-120703-32,si:dkey-16b10.2,
A0A0R4IBW4,TrEMBL,Ensembl,ENSDART00000168762.2,ENSDARP00000131654.1,
A0A0R4IBW4,TrEMBL,ZFIN,ZDB-GENE-121214-2,si:ch73-236c18.2,
A0A0R4IBW5,TrEMBL,Ensembl,ENSDART00000169325.2,ENSDARP00000131114.2,
A0A0R4IBW5,TrEMBL,ZFIN,ZDB-GENE-040801-145,nup85,
A0A0R4IBW7,TrEMBL,Ensembl,ENSDART00000151349.2,ENSDARP00000130070.1,
A0A0R4IBW7,TrEMBL,Ensembl,ENSDART00000151612.3,ENSDARP00000136465.1,
A0A0R4IBW7,TrEMBL,ZFIN,ZDB-GENE-120215-212,si:ch211-239j9.1,
A0A0R4IBW8,TrEMBL,Ensembl,ENSDART00000165456.2,ENSDARP00000130358.2,
A0A0R4IBW8,TrEMBL,ZFIN,ZDB-GENE-120214-33,kyat3.1,
A0A0R4IBX0,TrEMBL,Ensembl,ENSDART00000163102.2,ENSDARP00000130475.1,
A0A0R4IBX0,TrEMBL,ZFIN,ZDB-GENE-111003-1,proser1,
A0A0R4IBX6,TrEMBL,Ensembl,ENSDART00000159324.2,ENSDARP00000132482.1,
A0A0R4IBX6,TrEMBL,ZFIN,ZDB-GENE-030131-99,lrrfip1a,
A0A0R4IBX7,TrEMBL,Ensembl,ENSDART00000166926.2,ENSDARP00000131135.2,
A0A0R4IBX7,TrEMBL,ZFIN,ZDB-GENE-070912-606,olfm3b,
A0A0R4IBY0,TrEMBL,Ensembl,ENSDART00000157450.2,ENSDARP00000130065.1,
A0A0R4IBY0,TrEMBL,ZFIN,ZDB-GENE-050417-401,atg16l1,
A0A0R4IBY2,TrEMBL,Ensembl,ENSDART00000166807.2,ENSDARP00000129899.2,
A0A0R4IBY2,TrEMBL,ZFIN,ZDB-GENE-040426-1391,tra2a,
A0A0R4IBY3,TrEMBL,Ensembl,ENSDART00000171041.2,ENSDARP00000130365.1,
A0A0R4IBY3,TrEMBL,ZFIN,ZDB-GENE-040426-2810,eloa,
A0A0R4IBY4,TrEMBL,Ensembl,ENSDART00000159456.2,ENSDARP00000130346.2,
A0A0R4IBY4,TrEMBL,ZFIN,ZDB-GENE-030131-9631,ogt.1,
A0A0R4IBY5,TrEMBL,Ensembl,ENSDART00000160783.2,ENSDARP00000130739.1,
A0A0R4IBY5,TrEMBL,ZFIN,ZDB-GENE-040724-215,rorcb,
A0A0R4IBZ2,TrEMBL,Ensembl,ENSDART00000162260.2,ENSDARP00000132421.1,
A0A0R4IBZ2,TrEMBL,ZFIN,ZDB-GENE-070705-376,btr24,
A0A0R4IBZ3,TrEMBL,Ensembl,ENSDART00000167077.2,ENSDARP00000131695.1,
A0A0R4IBZ3,TrEMBL,ZFIN,ZDB-GENE-031002-9,pdia3,
A0A0R4IBZ4,TrEMBL,Ensembl,ENSDART00000167260.2,ENSDARP00000130430.2,
A0A0R4IBZ4,TrEMBL,ZFIN,ZDB-GENE-131126-68,mxh,
A0A0R4IBZ5,TrEMBL,Ensembl,ENSDART00000169095.2,ENSDARP00000131137.1,
A0A0R4IBZ5,TrEMBL,ZFIN,ZDB-GENE-110914-194,prxl2c,
A0A0R4IBZ8,TrEMBL,Ensembl,ENSDART00000160054.2,ENSDARP00000132515.1,
A0A0R4IBZ8,TrEMBL,ZFIN,ZDB-GENE-050720-3,dpysl4,
A0A0R4IBZ9,TrEMBL,Ensembl,ENSDART00000163077.2,ENSDARP00000132504.1,
A0A0R4IBZ9,TrEMBL,ZFIN,ZDB-GENE-030131-2695,pcdh1g22,
A0A0R4IC01,TrEMBL,Ensembl,ENSDART00000157966.2,ENSDARP00000130385.1,
A0A0R4IC01,TrEMBL,ZFIN,ZDB-GENE-081031-13,si:dkey-211e20.10,
A0A0R4IC01,TrEMBL,ZFIN,ZDB-GENE-081031-14,atp11b,
A0A0R4IC03,TrEMBL,Ensembl,ENSDART00000164404.2,ENSDARP00000130366.1,
A0A0R4IC03,TrEMBL,ZFIN,ZDB-GENE-070705-466,si:dkey-3h2.4,
A0A0R4IC07,TrEMBL,Ensembl,ENSDART00000137154.2,ENSDARP00000132442.1,
A0A0R4IC07,TrEMBL,ZFIN,ZDB-GENE-061103-301,irg1l,
A0A0R4IC16,TrEMBL,Ensembl,ENSDART00000158017.2,ENSDARP00000132536.1,
A0A0R4IC16,TrEMBL,ZFIN,ZDB-GENE-091204-414,si:ch211-103a14.5,
A0A0R4IC19,TrEMBL,Ensembl,ENSDART00000164724.2,ENSDARP00000132462.2,
A0A0R4IC19,TrEMBL,Ensembl,ENSDART00000181247.1,ENSDARP00000148256.1,
A0A0R4IC19,TrEMBL,Ensembl,ENSDART00000186340.1,ENSDARP00000146047.1,
A0A0R4IC19,TrEMBL,ZFIN,ZDB-GENE-030826-29,pak1,
A0A0R4IC22,TrEMBL,Ensembl,ENSDART00000166503.2,ENSDARP00000130779.2,
A0A0R4IC22,TrEMBL,ZFIN,ZDB-GENE-990415-41,raf1a,
A0A0R4IC23,TrEMBL,Ensembl,ENSDART00000163755.2,ENSDARP00000132308.1,
A0A0R4IC23,TrEMBL,ZFIN,ZDB-GENE-141222-59,si:dkey-219e21.4,
A0A0R4IC24,TrEMBL,Ensembl,ENSDART00000160161.2,ENSDARP00000131158.1,
A0A0R4IC24,TrEMBL,ZFIN,ZDB-GENE-141212-135,si:dkeyp-13d12.22,
A0A0R4IC26,TrEMBL,Ensembl,ENSDART00000164634.2,ENSDARP00000130125.1,
A0A0R4IC26,TrEMBL,ZFIN,ZDB-GENE-050609-25,pcdh1g32,
A0A0R4IC30,TrEMBL,Ensembl,ENSDART00000159318.2,ENSDARP00000130599.1,
A0A0R4IC30,TrEMBL,ZFIN,ZDB-GENE-040426-688,uso1,
A0A0R4IC34,TrEMBL,Ensembl,ENSDART00000161350.2,ENSDARP00000130470.1,
A0A0R4IC34,TrEMBL,ZFIN,ZDB-GENE-170601-14,traj6,
A0A0R4IC36,TrEMBL,Ensembl,ENSDART00000158354.2,ENSDARP00000132566.2,
A0A0R4IC36,TrEMBL,ZFIN,ZDB-GENE-060503-160,adarb2,
A0A0R4IC40,TrEMBL,Ensembl,ENSDART00000159126.2,ENSDARP00000132329.2,
A0A0R4IC40,TrEMBL,ZFIN,ZDB-GENE-050208-464,znf1183,
A0A0R4IC41,TrEMBL,Ensembl,ENSDART00000166682.2,ENSDARP00000130172.2,
A0A0R4IC41,TrEMBL,Ensembl,ENSDART00000184206.1,ENSDARP00000145340.1,
A0A0R4IC41,TrEMBL,ZFIN,ZDB-GENE-040704-11,nr4a1,
A0A0R4IC42,TrEMBL,Ensembl,ENSDART00000171454.2,ENSDARP00000131179.2,
A0A0R4IC42,TrEMBL,RefSeq,XP_003200262.2,XM_003200214.4,
A0A0R4IC42,TrEMBL,ZFIN,ZDB-GENE-100922-225,sphk2,
A0A0R4IC53,TrEMBL,Ensembl,ENSDART00000162005.2,ENSDARP00000130808.1,
A0A0R4IC53,TrEMBL,ZFIN,ZDB-GENE-041114-123,cfhl2,
A0A0R4IC54,TrEMBL,Ensembl,ENSDART00000160312.2,ENSDARP00000130840.1,
A0A0R4IC54,TrEMBL,ZFIN,ZDB-GENE-041010-136,hspb7,
A0A0R4IC56,TrEMBL,Ensembl,ENSDART00000167430.2,ENSDARP00000132505.1,
A0A0R4IC56,TrEMBL,ZFIN,ZDB-GENE-060503-496,lrrc24,
A0A0R4IC57,TrEMBL,Ensembl,ENSDART00000163956.2,ENSDARP00000130020.2,
A0A0R4IC57,TrEMBL,ZFIN,ZDB-GENE-081103-10,si:dkey-238o14.1,
A0A0R4IC59,TrEMBL,Ensembl,ENSDART00000167207.2,ENSDARP00000130192.2,
A0A0R4IC59,TrEMBL,ZFIN,ZDB-GENE-081103-14,si:dkey-51d8.1,
A0A0R4IC62,TrEMBL,Ensembl,ENSDART00000164603.2,ENSDARP00000131399.1,
A0A0R4IC62,TrEMBL,ZFIN,ZDB-GENE-041212-47,iqcb1,
A0A0R4IC65,TrEMBL,Ensembl,ENSDART00000159011.2,ENSDARP00000130543.1,
A0A0R4IC65,TrEMBL,ZFIN,ZDB-GENE-170601-49,traj41,
A0A0R4IC67,TrEMBL,Ensembl,ENSDART00000171167.2,ENSDARP00000130829.1,
A0A0R4IC67,TrEMBL,ZFIN,ZDB-GENE-131127-181,ccl39.4,
A0A0R4IC72,TrEMBL,Ensembl,ENSDART00000172360.2,ENSDARP00000132369.1,
A0A0R4IC74,TrEMBL,Ensembl,ENSDART00000159333.2,ENSDARP00000130212.1,
A0A0R4IC74,TrEMBL,ZFIN,ZDB-GENE-081105-181,fkbp15b,
A0A0R4IC76,TrEMBL,Ensembl,ENSDART00000158752.2,ENSDARP00000132202.2,
A0A0R4IC76,TrEMBL,ZFIN,ZDB-GENE-990415-41,raf1a,
A0A0R4IC77,TrEMBL,Ensembl,ENSDART00000160963.2,ENSDARP00000130478.1,
A0A0R4IC77,TrEMBL,ZFIN,ZDB-GENE-141212-200,si:dkey-161l11.75,
A0A0R4IC78,TrEMBL,Ensembl,ENSDART00000158674.2,ENSDARP00000131419.1,
A0A0R4IC78,TrEMBL,ZFIN,ZDB-GENE-090529-5,elk1,
A0A0R4IC82,TrEMBL,Ensembl,ENSDART00000157924.2,ENSDARP00000130486.1,
A0A0R4IC82,TrEMBL,ZFIN,ZDB-GENE-060503-536,igf2bp2b,
A0A0R4IC83,TrEMBL,Ensembl,ENSDART00000166347.2,ENSDARP00000131279.1,
A0A0R4IC83,TrEMBL,Ensembl,ENSDART00000189791.1,ENSDARP00000154031.1,
A0A0R4IC83,TrEMBL,Ensembl,ENSDART00000192505.1,ENSDARP00000154763.1,
A0A0R4IC83,TrEMBL,Ensembl,ENSDART00000193128.1,ENSDARP00000147816.1,
A0A0R4IC83,TrEMBL,ZFIN,ZDB-GENE-141216-15,si:dkey-23f9.13,
A0A0R4IC83,TrEMBL,ZFIN,ZDB-GENE-141216-41,si:dkey-23f9.9,
A0A0R4IC83,TrEMBL,ZFIN,ZDB-GENE-141216-72,si:dkey-23f9.7,
A0A0R4IC83,TrEMBL,ZFIN,ZDB-GENE-141216-98,si:dkey-23f9.6,
A0A0R4IC84,TrEMBL,Ensembl,ENSDART00000136313.2,ENSDARP00000130530.1,
A0A0R4IC84,TrEMBL,ZFIN,ZDB-GENE-060503-841,si:dkeyp-1h4.6,
A0A0R4IC85,TrEMBL,Ensembl,ENSDART00000162061.2,ENSDARP00000130849.1,
A0A0R4IC85,TrEMBL,ZFIN,ZDB-GENE-141212-59,tradv23.1.4,
A0A0R4IC92,TrEMBL,Ensembl,ENSDART00000171602.2,ENSDARP00000130498.1,
A0A0R4IC92,TrEMBL,ZFIN,ZDB-GENE-040426-1474,chmp1a,
A0A0R4IC93,TrEMBL,Ensembl,ENSDART00000164696.2,ENSDARP00000132546.1,
A0A0R4IC93,TrEMBL,ZFIN,ZDB-GENE-090303-4,tmem222b,
A0A0R4IC95,TrEMBL,Ensembl,ENSDART00000164376.2,ENSDARP00000131439.1,
A0A0R4IC95,TrEMBL,ZFIN,ZDB-GENE-030131-4083,rraga,
A0A0R4IC96,TrEMBL,Ensembl,ENSDART00000166509.2,ENSDARP00000130506.1,
A0A0R4IC96,TrEMBL,ZFIN,ZDB-GENE-050417-122,slc38a11,
A0A0R4IC97,TrEMBL,Ensembl,ENSDART00000170744.2,ENSDARP00000132409.1,
A0A0R4IC97,TrEMBL,ZFIN,ZDB-GENE-110914-223,si:dkey-146m20.13,
A0A0R4IC98,TrEMBL,Ensembl,ENSDART00000165145.2,ENSDARP00000130545.1,
A0A0R4IC98,TrEMBL,ZFIN,ZDB-GENE-040704-23,litaf,
A0A0R4ICA8,TrEMBL,Ensembl,ENSDART00000158299.2,ENSDARP00000130551.1,
A0A0R4ICA8,TrEMBL,ZFIN,ZDB-GENE-071120-2,traf2a,
A0A0R4ICB1,TrEMBL,Ensembl,ENSDART00000170998.2,ENSDARP00000132648.1,
A0A0R4ICB1,TrEMBL,ZFIN,ZDB-GENE-061207-48,tnrc6c2,
A0A0R4ICB5,TrEMBL,Ensembl,ENSDART00000165803.2,ENSDARP00000131459.2,
A0A0R4ICB5,TrEMBL,Ensembl,ENSDART00000193817.1,ENSDARP00000153870.1,
A0A0R4ICB5,TrEMBL,ZFIN,ZDB-GENE-070705-333,slc44a5a,
A0A0R4ICB8,TrEMBL,Ensembl,ENSDART00000157550.2,ENSDARP00000131301.1,
A0A0R4ICB8,TrEMBL,ZFIN,ZDB-GENE-141216-436,si:dkey-238d18.15,
A0A0R4ICB9,TrEMBL,Ensembl,ENSDART00000170993.2,ENSDARP00000131858.1,
A0A0R4ICB9,TrEMBL,Ensembl,ENSDART00000187124.1,ENSDARP00000147753.1,
A0A0R4ICB9,TrEMBL,ZFIN,ZDB-GENE-040801-114,cant1b,
A0A0R4ICB9,TrEMBL,ZFIN,ZDB-GENE-050417-166,afmid,
A0A0R4ICC0,TrEMBL,Ensembl,ENSDART00000167400.2,ENSDARP00000130628.2,
A0A0R4ICC0,TrEMBL,ZFIN,ZDB-GENE-121130-2,gask1a,
A0A0R4ICC3,TrEMBL,Ensembl,ENSDART00000167040.2,ENSDARP00000130538.1,
A0A0R4ICC3,TrEMBL,ZFIN,ZDB-GENE-120911-1,pop1,
A0A0R4ICC5,TrEMBL,Ensembl,ENSDART00000164091.2,ENSDARP00000131713.1,
A0A0R4ICC5,TrEMBL,ZFIN,ZDB-GENE-040426-2733,grtp1a,
A0A0R4ICC6,TrEMBL,Ensembl,ENSDART00000159316.2,ENSDARP00000132668.2,
A0A0R4ICC6,TrEMBL,ZFIN,ZDB-GENE-041114-127,mvda,
A0A0R4ICC9,TrEMBL,Ensembl,ENSDART00000168804.2,ENSDARP00000130121.2,
A0A0R4ICC9,TrEMBL,ZFIN,ZDB-GENE-041014-325,pla2g4ab,
A0A0R4ICD0,TrEMBL,Ensembl,ENSDART00000160590.2,ENSDARP00000132470.1,
