accession	db	ensdarg
A0A2R8QBW2	Ensembl	ENSDARG00000112311.1
A0A2R8QEZ3	Ensembl	ENSDARG00000105209.2
A0A2R8QIE0	Ensembl	ENSDARG00000030830.8
A0A2R8QJC7	Ensembl	ENSDARG00000105341.2
A0A2R8QJS5	Ensembl	ENSDARG00000113905.1
A0A2R8QKG5	Ensembl	ENSDARG00000102294.2
A0A2R8QP40	Ensembl	ENSDARG00000009418.11
A0A2R8QSE8	Ensembl	ENSDARG00000112851.1
A0A2R8RJJ0	Ensembl	ENSDARG00000041791.8
A0A2R8RKU6	Ensembl	ENSDARG00000113744.1
A0A2R8RNE9	Ensembl	ENSDARG00000076807.6
A0A2R8RQA5	Ensembl	ENSDARG00000109568.1
A0A2R8RQZ3	Ensembl	ENSDARG00000116009.1
A0A2R8RRD6	Ensembl	ENSDARG00000116881.1
A0A2R8RU51	Ensembl	ENSDARG00000026531.11
A0A2R8RVF6	Ensembl	ENSDARG00000110874.1
A0A2R8RWP0	Ensembl	ENSDARG00000109345.1
A0A2R8RXQ8	Ensembl	ENSDARG00000110551.1
A0A2R8RYC3	Ensembl	ENSDARG00000104786.3
A0A2R8QI80	Ensembl	ENSDARG00000110225.1
X1WHN2	Ensembl	ENSDARG00000056780.7
X1WBM1	Ensembl	ENSDARG00000090232.4
X1WCX9	Ensembl	ENSDARG00000079931.5
X1WDQ6	Ensembl	ENSDARG00000087780.5
X1WEQ7	Ensembl	ENSDARG00000013379.10
X1WFI6	Ensembl	ENSDARG00000063649.7
A0A0G2KIS6	Ensembl	ENSDARG00000103139.2
A0A0G2KQK9	Ensembl	ENSDARG00000089563.3
A0A0R4IUC0	Ensembl	ENSDARG00000100869.2
A0A0R4IYK3	Ensembl	ENSDARG00000062116.8
A0A0R4IQ67	Ensembl	ENSDARG00000100402.2
A0A0R4IBD3	Ensembl	ENSDARG00000101606.2
A0A0R4IBL2	Ensembl	ENSDARG00000110625.1
A0A0R4IFS6	Ensembl	ENSDARG00000102756.2
A0A0R4IK75	Ensembl	ENSDARG00000068288.6
A0A0R4ILT5	Ensembl	ENSDARG00000113548.1
A0A0R4IME0	Ensembl	ENSDARG00000102960.3
A0A0R4IP49	Ensembl	ENSDARG00000100534.2
A0A0R4IT04	Ensembl	ENSDARG00000020699.10
A0A0R4IY22	Ensembl	ENSDARG00000020541.8
A0A0R4IZT8	Ensembl	ENSDARG00000103765.3
A0A140LGI1	Ensembl	ENSDARG00000074761.6
A0A140TAU2	Ensembl	ENSDARG00000011579.8
A0A1D5NS57	Ensembl	ENSDARG00000012030.9
A0A286YAT4	Ensembl	ENSDARG00000115688.1
F8W2U9	Ensembl	ENSDARG00000057317.9
F8W4N1	Ensembl	ENSDARG00000061303.8
E7EYU7	Ensembl	ENSDARG00000052288.6
E7F3V4	Ensembl	ENSDARG00000044355.4
E7F4G2	Ensembl	ENSDARG00000059460.6
E7FBU0	Ensembl	ENSDARG00000016763.11
E7FCA0	Ensembl	ENSDARG00000075539.5
E7FGK9	Ensembl	ENSDARG00000079249.5
F1Q7E6	Ensembl	ENSDARG00000062425.6
F1QAJ6	Ensembl	ENSDARG00000074633.4
F1QG12	Ensembl	ENSDARG00000056627.7
F1QHL0	Ensembl	ENSDARG00000037099.6
F1QHU4	Ensembl	ENSDARG00000092726.3
F1QJ97	Ensembl	ENSDARG00000044544.4
F1QKQ6	Ensembl	ENSDARG00000027887.10
F1QLX9	Ensembl	ENSDARG00000040178.6
F1QNJ1	Ensembl	ENSDARG00000038429.7
F1QPE8	Ensembl	ENSDARG00000053636.5
F1QXD7	Ensembl	ENSDARG00000056506.6
F1R8Z0	Ensembl	ENSDARG00000043581.4
B0S7I1	Ensembl	ENSDARG00000019207.10
B0UXN7	Ensembl	ENSDARG00000013841.12
E7EZJ4	Ensembl	ENSDARG00000076710.4
E7F1P9	Ensembl	ENSDARG00000077237.5
E7F296	Ensembl	ENSDARG00000015998.12
F1QB63	Ensembl	ENSDARG00000056468.6
F1QCH4	Ensembl	ENSDARG00000021154.10
F1QFN0	Ensembl	ENSDARG00000013926.13
F1QWD2	Ensembl	ENSDARG00000088615.4
F1QZN0	Ensembl	ENSDARG00000003925.6
F1R1U8	Ensembl	ENSDARG00000111790.1
F1R6X1	Ensembl	ENSDARG00000074607.3
F1R732	Ensembl	ENSDARG00000038822.8
F1R9V5	Ensembl	ENSDARG00000074334.5
F1RC83	Ensembl	ENSDARG00000045484.7
F1RCJ1	Ensembl	ENSDARG00000057699.4
A2CEV2	Ensembl	ENSDARG00000035471.7
A8WIT4	Ensembl	ENSDARG00000091879.3
B0UYY8	Ensembl	ENSDARG00000019950.11
B8A634	Ensembl	ENSDARG00000025518.11
Q6PC88	Ensembl	ENSDARG00000023852.8
E9QBG5	Ensembl	ENSDARG00000062575.7
E9QJ84	Ensembl	ENSDARG00000028159.11
E9QB96	Ensembl	ENSDARG00000016598.8
E7FAZ7	Ensembl	ENSDARG00000005236.11
E9QDF0	Ensembl	ENSDARG00000078643.6
E9QE30	Ensembl	ENSDARG00000040890.8
E9QEY8	Ensembl	ENSDARG00000090876.4
E9QFP0	Ensembl	ENSDARG00000031616.10
E9QGA5	Ensembl	ENSDARG00000091411.4
E9QGK3	Ensembl	ENSDARG00000092045.2
E9QH89	Ensembl	ENSDARG00000057248.8
F1Q6L7	Ensembl	ENSDARG00000034975.6
F1QE17	Ensembl	ENSDARG00000089245.3
F1QKP0	Ensembl	ENSDARG00000046012.9
F1QU06	Ensembl	ENSDARG00000057867.6
F1QYR8	Ensembl	ENSDARG00000095398.2
F1R095	Ensembl	ENSDARG00000094098.6
F1R0S3	Ensembl	ENSDARG00000011026.8
F1R222	Ensembl	ENSDARG00000023988.9
F1R8U7	Ensembl	ENSDARG00000114057.1
U3JAC6	Ensembl	ENSDARG00000056079.9
E7F336	Ensembl	ENSDARG00000000729.12
E9QGN2	Ensembl	ENSDARG00000056334.7
F1QR40	Ensembl	ENSDARG00000096773.3
F1QXZ4	Ensembl	ENSDARG00000038475.8
F1QY25	Ensembl	ENSDARG00000070604.5
F1RCD6	Ensembl	ENSDARG00000045019.9
A3KPY7	Ensembl	ENSDARG00000095462.4
B0S5M5	Ensembl	ENSDARG00000061274.6
A0A2R8PZJ4	Ensembl	ENSDARG00000111394.1
A0A2R8Q517	Ensembl	ENSDARG00000102769.2
A0A2R8QBT5	Ensembl	ENSDARG00000113165.1
A0A2R8QC30	Ensembl	ENSDARG00000111605.1
A0A2R8QDH2	Ensembl	ENSDARG00000075041.5
A0A2R8QET3	Ensembl	ENSDARG00000099802.2
A0A2R8QF62	Ensembl	ENSDARG00000113722.1
A0A2R8QFU9	Ensembl	ENSDARG00000114950.1
A0A2R8QK64	Ensembl	ENSDARG00000112781.1
A0A2R8QKZ3	Ensembl	ENSDARG00000109989.1
A0A2R8QLA1	Ensembl	ENSDARG00000078935.5
A0A2R8QM23	Ensembl	ENSDARG00000055339.7
A0A2R8QSN4	Ensembl	ENSDARG00000114699.1
A0A2R8RMD7	Ensembl	ENSDARG00000069981.6
A0A2R8RPV5	Ensembl	ENSDARG00000074073.3
A0A2R8RSK1	Ensembl	ENSDARG00000115822.1
A8DZB4	Ensembl	ENSDARG00000095704.3
B0V2R9	Ensembl	ENSDARG00000092482.2
H0WEE9	Ensembl	ENSDARG00000077220.6
I3ISY2	Ensembl	ENSDARG00000096423.3
A2CET0	Ensembl	ENSDARG00000059553.9
B0R111	Ensembl	ENSDARG00000027079.8
B0R1B6	Ensembl	ENSDARG00000007125.11
B0S6E8	Ensembl	ENSDARG00000074604.5
F6P3Y7	Ensembl	ENSDARG00000032175.10
H0WFD6	Ensembl	ENSDARG00000096081.3
I3ISH3	Ensembl	ENSDARG00000089791.5
R4GE17	Ensembl	ENSDARG00000035175.9
R4GF10	Ensembl	ENSDARG00000053463.7
A0A0N9NVU5	Ensembl	ENSDARG00000061515.7
E7FCR0	Ensembl	ENSDARG00000086223.4
K7DYA0	Ensembl	ENSDARG00000026759.11
A0A0G2KRV7	Ensembl	ENSDARG00000102173.2
A0A0G2L5A6	Ensembl	ENSDARG00000099574.2
A0A0G2L478	Ensembl	ENSDARG00000103186.2
A0A0R4IH93	Ensembl	ENSDARG00000110961.1
A0A0R4IPE1	Ensembl	ENSDARG00000086158.4
A0A0R4IRP6	Ensembl	ENSDARG00000103132.2
A0A0R4IT44	Ensembl	ENSDARG00000116660.1
F8W378	Ensembl	ENSDARG00000095796.3
F8W446	Ensembl	ENSDARG00000007960.10
F8W271	Ensembl	ENSDARG00000075454.6
F8W2V7	Ensembl	ENSDARG00000075870.8
F8W3G4	Ensembl	ENSDARG00000076011.5
F8W3T1	Ensembl	ENSDARG00000062323.7
F8W498	Ensembl	ENSDARG00000051923.8
E7FBB6	Ensembl	ENSDARG00000091230.3
E7EY30	Ensembl	ENSDARG00000091560.3
E7F1N0	Ensembl	ENSDARG00000044524.8
E7F9M6	Ensembl	ENSDARG00000060504.7
E7FGN9	Ensembl	ENSDARG00000027196.8
F1Q5V5	Ensembl	ENSDARG00000038905.8
F1Q903	Ensembl	ENSDARG00000077822.3
F1QAB3	Ensembl	ENSDARG00000076321.6
F1QBG7	Ensembl	ENSDARG00000069142.8
F1QBP8	Ensembl	ENSDARG00000088245.5
F1QC30	Ensembl	ENSDARG00000087094.4
F1QG77	Ensembl	ENSDARG00000022160.10
F1QLT6	Ensembl	ENSDARG00000078349.4
F1QNB8	Ensembl	ENSDARG00000070568.6
F1R205	Ensembl	ENSDARG00000073935.5
F1R354	Ensembl	ENSDARG00000075382.5
F1R3K8	Ensembl	ENSDARG00000076040.5
F1R7H3	Ensembl	ENSDARG00000032465.7
F1RE33	Ensembl	ENSDARG00000079097.6
A0A0R4J6V8	Ensembl	ENSDARG00000060349.8
A0A8N7XJ08	Ensembl	ENSDARG00000043798.6
B0S5B5	Ensembl	ENSDARG00000068731.7
B8JKI4	Ensembl	ENSDARG00000004953.10
E7F445	Ensembl	ENSDARG00000086980.4
E7F4W6	Ensembl	ENSDARG00000086265.3
E7FAT7	Ensembl	ENSDARG00000060484.6
E7FBP0	Ensembl	ENSDARG00000058839.6
F1Q7J2	Ensembl	ENSDARG00000075842.6
F1QGR1	Ensembl	ENSDARG00000060813.7
F1QP35	Ensembl	ENSDARG00000092941.5
F1QQM0	Ensembl	ENSDARG00000089225.4
F1RCS5	Ensembl	ENSDARG00000041921.7
A0A0R4IAV3	Ensembl	ENSDARG00000099730.3
A0A0R4III4	Ensembl	ENSDARG00000099384.2
A0A0R4ILE7	Ensembl	ENSDARG00000113317.1
A0A0R4INM3	Ensembl	ENSDARG00000101191.2
A0A0R4IQM9	Ensembl	ENSDARG00000001994.9
A0A0R4ITA6	Ensembl	ENSDARG00000101472.3
A0A0R4ITF0	Ensembl	ENSDARG00000098408.2
A0A0R4ITL4	Ensembl	ENSDARG00000100442.2
A0A0R4IVW2	Ensembl	ENSDARG00000100636.2
A0A0R4IXX4	Ensembl	ENSDARG00000101378.2
A0A0R4IYB4	Ensembl	ENSDARG00000045910.9
A0A140LGK1	Ensembl	ENSDARG00000023188.10
A0A1D5NS29	Ensembl	ENSDARG00000045428.6
A0A1D5NS45	Ensembl	ENSDARG00000102908.4
A0A0A0MPK4	Ensembl	ENSDARG00000090408.5
B0UYF1	Ensembl	ENSDARG00000010816.13
B8JMJ8	Ensembl	ENSDARG00000078042.5
F1Q734	Ensembl	ENSDARG00000042561.7
F6P980	Ensembl	ENSDARG00000078529.7
F6PDT3	Ensembl	ENSDARG00000075110.5
Q1L914	Ensembl	ENSDARG00000068128.6
E9QBS5	Ensembl	ENSDARG00000052894.7
M9MME5	Ensembl	ENSDARG00000096372.2
E9QBJ2	Ensembl	ENSDARG00000076896.5
H0WF00	Ensembl	ENSDARG00000094443.3
E9QDC2	Ensembl	ENSDARG00000077812.5
E9QEX2	Ensembl	ENSDARG00000021193.10
E9QFQ1	Ensembl	ENSDARG00000074626.5
E9QH06	Ensembl	ENSDARG00000044574.9
F1Q6D1	Ensembl	ENSDARG00000041092.8
F1QU48	Ensembl	ENSDARG00000115677.1
F1QV04	Ensembl	ENSDARG00000007769.11
F1R3D4	Ensembl	ENSDARG00000039913.5
F1R5N7	Ensembl	ENSDARG00000002396.8
B8JKI0	Ensembl	ENSDARG00000037713.7
F1QDB3	Ensembl	ENSDARG00000004141.11
F1QDK5	Ensembl	ENSDARG00000111823.1
F1QRU1	Ensembl	ENSDARG00000059370.8
F1QXS7	Ensembl	ENSDARG00000073705.6
I3IT64	Ensembl	ENSDARG00000020798.11
A3KQN3	Ensembl	ENSDARG00000093015.2
A9JT45	Ensembl	ENSDARG00000029058.8
B0R065	Ensembl	ENSDARG00000003109.10
B0V118	Ensembl	ENSDARG00000026053.9
B8A5P4	Ensembl	ENSDARG00000039497.6
R4GE78	Ensembl	ENSDARG00000030913.9
R4GED7	Ensembl	ENSDARG00000096587.4
Z4YHZ1	Ensembl	ENSDARG00000061191.7
F8W4Z6	Ensembl	ENSDARG00000059035.9
F8W579	Ensembl	ENSDARG00000028824.9
A0A1D5NSJ5	Ensembl	ENSDARG00000037363.8
B0S6F3	Ensembl	ENSDARG00000026986.10
B2GQ32	Ensembl	ENSDARG00000013389.8
B2GRA1	Ensembl	ENSDARG00000068233.6
E9QD54	Ensembl	ENSDARG00000017235.10
E9QF79	Ensembl	ENSDARG00000062806.8
B0S7L9	Ensembl	ENSDARG00000062024.7
B0UXT7	Ensembl	ENSDARG00000003181.9
B8A5K7	Ensembl	ENSDARG00000070321.3
I3ISF8	Ensembl	ENSDARG00000000151.14
A8DZB5	Ensembl	ENSDARG00000095704.3
I3IT94	Ensembl	ENSDARG00000052351.8
R4GDM6	Ensembl	ENSDARG00000025977.10
R4GEK8	Ensembl	ENSDARG00000017034.13
E7EXH3	Ensembl	ENSDARG00000086271.3
E7F258	Ensembl	ENSDARG00000012016.8
E7F288	Ensembl	ENSDARG00000058486.8
E7FFF0	Ensembl	ENSDARG00000076697.4
F1QBM0	Ensembl	ENSDARG00000042899.7
F1QTH7	Ensembl	ENSDARG00000061699.7
F1QVT2	Ensembl	ENSDARG00000043770.8
F1QWR8	Ensembl	ENSDARG00000071904.3
F1R7P5	Ensembl	ENSDARG00000078582.5
F1R882	Ensembl	ENSDARG00000074844.4
F1RDV8	Ensembl	ENSDARG00000057886.2
E7F0U0	Ensembl	ENSDARG00000036186.9
E7F124	Ensembl	ENSDARG00000031496.8
E7F5N1	Ensembl	ENSDARG00000038891.6
E7F9H9	Ensembl	ENSDARG00000067814.3
E7FAR7	Ensembl	ENSDARG00000060169.6
E7FE17	Ensembl	ENSDARG00000051712.4
F1Q654	Ensembl	ENSDARG00000012030.9
F1Q8G6	Ensembl	ENSDARG00000114284.1
F1QM91	Ensembl	ENSDARG00000057167.7
F1QTA2	Ensembl	ENSDARG00000057620.7
F1QVK6	Ensembl	ENSDARG00000035718.4
F1QX26	Ensembl	ENSDARG00000025903.9
F1QX79	Ensembl	ENSDARG00000061994.7
F1R3H0	Ensembl	ENSDARG00000039872.4
F1R6D1	Ensembl	ENSDARG00000014215.12
F1RA65	Ensembl	ENSDARG00000036059.8
F1RDF6	Ensembl	ENSDARG00000063583.8
A4IG93	Ensembl	ENSDARG00000075129.6
B0S5D3	Ensembl	ENSDARG00000074720.4
B0S637	Ensembl	ENSDARG00000092823.3
B8A4N5	Ensembl	ENSDARG00000025549.10
B8JLU1	Ensembl	ENSDARG00000017423.12
B8JM26	Ensembl	ENSDARG00000092502.2
E7FC03	Ensembl	ENSDARG00000079446.6
F1QC62	Ensembl	ENSDARG00000035133.7
F1R6N6	Ensembl	ENSDARG00000062208.6
F1R7W5	Ensembl	ENSDARG00000042977.5
F1RDQ0	Ensembl	ENSDARG00000031075.9
F6N9E8	Ensembl	ENSDARG00000090833.3
Q1LVB8	Ensembl	ENSDARG00000045914.9
Q6NYZ8	Ensembl	ENSDARG00000012671.8
A0A2R9YJN6	Ensembl	ENSDARG00000005894.13
X1WBC4	Ensembl	ENSDARG00000078676.6
X1WBF2	Ensembl	ENSDARG00000095245.4
X1WBK0	Ensembl	ENSDARG00000013921.10
X1WBR5	Ensembl	ENSDARG00000053544.7
X1WCT2	Ensembl	ENSDARG00000079467.5
X1WGT4	Ensembl	ENSDARG00000096244.2
X1WGV9	Ensembl	ENSDARG00000071004.7
X1WGX6	Ensembl	ENSDARG00000097169.2
X1WHV4	Ensembl	ENSDARG00000074393.5
U3JAC5	Ensembl	ENSDARG00000027046.8
A0A0G2KM61	Ensembl	ENSDARG00000028586.8
A0A0G2KT55	Ensembl	ENSDARG00000100028.2
A0A0G2LAF7	Ensembl	ENSDARG00000098722.3
F1QZ77	Ensembl	ENSDARG00000112750.1
H0WFH2	Ensembl	ENSDARG00000117163.1
E9QCM7	Ensembl	ENSDARG00000088831.4
E9QES3	Ensembl	ENSDARG00000006545.10
E9QH50	Ensembl	ENSDARG00000041735.8
E9QHR1	Ensembl	ENSDARG00000074680.5
E9QIM4	Ensembl	ENSDARG00000029890.8
F1QAL1	Ensembl	ENSDARG00000013472.10
F1QGA0	Ensembl	ENSDARG00000075191.5
F1QS20	Ensembl	ENSDARG00000036675.7
F1RBR9	Ensembl	ENSDARG00000063522.7
E9QIM9	Ensembl	ENSDARG00000077011.6
F1Q6V1	Ensembl	ENSDARG00000010350.8
F1QTB5	Ensembl	ENSDARG00000059323.8
F1R2P4	Ensembl	ENSDARG00000090119.3
F1R9A0	Ensembl	ENSDARG00000063732.7
I3ISZ8	Ensembl	ENSDARG00000037958.9
I7HPA5	Ensembl	ENSDARG00000017562.7
U3JA61	Ensembl	ENSDARG00000011602.10
A5WUP9	Ensembl	ENSDARG00000002663.11
B0UX75	Ensembl	ENSDARG00000094519.2
B8A4G4	Ensembl	ENSDARG00000029157.10
F6NGW9	Ensembl	ENSDARG00000074842.6
I3ISV4	Ensembl	ENSDARG00000029501.11
A2BIG0	Ensembl	ENSDARG00000002405.10
A5WW48	Ensembl	ENSDARG00000018301.9
F6P5C1	Ensembl	ENSDARG00000088682.5
K3W4K9	Ensembl	ENSDARG00000013528.11
Q5RHT9	Ensembl	ENSDARG00000032765.7
Q7SZZ2	Ensembl	ENSDARG00000056915.6
R4GEI8	Ensembl	ENSDARG00000032277.11
M9MMA4	Ensembl	ENSDARG00000077002.4
F8W4H0	Ensembl	ENSDARG00000041569.10
F8W5A4	Ensembl	ENSDARG00000095919.2
F8W2T2	Ensembl	ENSDARG00000037188.8
F8W4P9	Ensembl	ENSDARG00000079280.6
F8W4W6	Ensembl	ENSDARG00000036967.8
A0A286YB08	Ensembl	ENSDARG00000101081.3
A0A286YBL2	Ensembl	ENSDARG00000108781.2
A0A0H2UJG7	Ensembl	ENSDARG00000109294.1
A0A0R4IDF6	Ensembl	ENSDARG00000099547.2
A0A0R4IPV8	Ensembl	ENSDARG00000102634.2
A0A0R4IXT8	Ensembl	ENSDARG00000099412.3
A0A0N4STN4	Ensembl	ENSDARG00000079046.4
A0A0R4I9P1	Ensembl	ENSDARG00000102832.2
Q6PUR2	Ensembl	ENSDARG00000101074.2
A0A0R4I9L2	Ensembl	ENSDARG00000091760.4
A0A0R4IE35	Ensembl	ENSDARG00000102056.3
A0A0R4IEL0	Ensembl	ENSDARG00000099052.2
A0A0R4IHH5	Ensembl	ENSDARG00000101946.2
A0A0R4II27	Ensembl	ENSDARG00000005163.11
A0A0R4II60	Ensembl	ENSDARG00000104865.2
A0A0R4IJ32	Ensembl	ENSDARG00000104114.2
A0A0R4IJH1	Ensembl	ENSDARG00000099927.2
A0A0R4ILL9	Ensembl	ENSDARG00000029510.8
A0A0R4IPY3	Ensembl	ENSDARG00000099841.2
A0A0R4ISS8	Ensembl	ENSDARG00000069953.8
A0A0R4IUP8	Ensembl	ENSDARG00000037017.9
A0A0R4IUS7	Ensembl	ENSDARG00000100110.2
A0A0R4IWM9	Ensembl	ENSDARG00000036116.7
A0A0R4IX69	Ensembl	ENSDARG00000105173.2
A0A0R4IXG2	Ensembl	ENSDARG00000098368.3
A0A140LH43	Ensembl	ENSDARG00000097827.4
X1WFA3	Ensembl	ENSDARG00000058969.8
X1WFC0	Ensembl	ENSDARG00000038968.7
X1WFH7	Ensembl	ENSDARG00000063583.8
X1WGQ3	Ensembl	ENSDARG00000097725.3
X1WGV7	Ensembl	ENSDARG00000097477.2
K7DYH0	Ensembl	ENSDARG00000077245.5
A0A0G2KG69	Ensembl	ENSDARG00000101754.2
A0A0G2KMG5	Ensembl	ENSDARG00000103597.2
A0A0G2KQD8	Ensembl	ENSDARG00000102071.2
E7F8P6	Ensembl	ENSDARG00000075271.4
E7F0P1	Ensembl	ENSDARG00000052455.7
E7F0V4	Ensembl	ENSDARG00000109983.1
E7F4T0	Ensembl	ENSDARG00000021987.11
F1Q5B0	Ensembl	ENSDARG00000014324.10
F1QLU7	Ensembl	ENSDARG00000038987.9
F1QMR5	Ensembl	ENSDARG00000035324.7
F1QQR2	Ensembl	ENSDARG00000090524.3
F1QU01	Ensembl	ENSDARG00000071437.6
F1QZ70	Ensembl	ENSDARG00000053484.6
F1R0B3	Ensembl	ENSDARG00000074869.5
F1R0F8	Ensembl	ENSDARG00000021195.9
F1R0M6	Ensembl	ENSDARG00000037964.7
F1R654	Ensembl	ENSDARG00000015749.10
F1R7I1	Ensembl	ENSDARG00000037060.8
A4IG12	Ensembl	ENSDARG00000022650.9
A8WIQ2	Ensembl	ENSDARG00000078451.4
B3DGI1	Ensembl	ENSDARG00000042877.7
B7ZDC1	Ensembl	ENSDARG00000078182.4
B8JII2	Ensembl	ENSDARG00000053580.7
B8K0E7	Ensembl	ENSDARG00000075567.4
E7FCE7	Ensembl	ENSDARG00000019442.9
E9QC31	Ensembl	ENSDARG00000012019.11
F1QBR7	Ensembl	ENSDARG00000091359.3
F1QJ55	Ensembl	ENSDARG00000002377.12
F1QMG7	Ensembl	ENSDARG00000059056.6
F6NXN2	Ensembl	ENSDARG00000004587.11
E9QCA7	Ensembl	ENSDARG00000115302.1
E9QI80	Ensembl	ENSDARG00000019335.9
F1Q543	Ensembl	ENSDARG00000039229.6
F1Q6Y2	Ensembl	ENSDARG00000002722.9
F1QIZ3	Ensembl	ENSDARG00000077314.5
F1R2H0	Ensembl	ENSDARG00000033965.8
A0A2R8PVU7	Ensembl	ENSDARG00000111600.1
A0A2R8PWF6	Ensembl	ENSDARG00000101959.3
A0A2R8PZE4	Ensembl	ENSDARG00000111364.1
A0A2R8Q1V7	Ensembl	ENSDARG00000091252.5
A0A2R8Q260	Ensembl	ENSDARG00000104653.2
A0A2R8Q3F9	Ensembl	ENSDARG00000112140.1
A0A2R8Q3Z7	Ensembl	ENSDARG00000109555.1
A0A2R8Q4D6	Ensembl	ENSDARG00000112093.1
A0A2R8Q7E9	Ensembl	ENSDARG00000115585.1
A0A2R8Q9C3	Ensembl	ENSDARG00000020853.8
A0A2R8QAN0	Ensembl	ENSDARG00000113621.1
A0A2R8QCB1	Ensembl	ENSDARG00000111393.1
A0A2R8QDG4	Ensembl	ENSDARG00000111410.1
A0A2R8QDZ1	Ensembl	ENSDARG00000104130.2
A0A2R8QGR0	Ensembl	ENSDARG00000077405.5
A0A2R8QHW2	Ensembl	ENSDARG00000115006.1
A0A2R8QJZ3	Ensembl	ENSDARG00000111488.1
A0A2R8QNS9	Ensembl	ENSDARG00000116858.1
A0A2R8QSC2	Ensembl	ENSDARG00000115608.1
A0A2R8QTC8	Ensembl	ENSDARG00000115356.1
A0A2R8QTR7	Ensembl	ENSDARG00000112389.1
A0A2R8QU85	Ensembl	ENSDARG00000062983.8
A0A2R8RIQ9	Ensembl	ENSDARG00000100747.2
A0A2R8RJ32	Ensembl	ENSDARG00000067676.7
A0A2R8RLP7	Ensembl	ENSDARG00000111156.1
A0A2R8RMG0	Ensembl	ENSDARG00000074245.4
A0A2R8RXC1	Ensembl	ENSDARG00000062964.6
A0A2R8RZ48	Ensembl	ENSDARG00000110768.1
A0A2R8QA46	Ensembl	ENSDARG00000116339.1
A0A2R8QMG4	Ensembl	ENSDARG00000093656.3
A0A2R8QNI9	Ensembl	ENSDARG00000116380.1
A0A2R8QS96	Ensembl	ENSDARG00000109627.1
A0A1I8S6W9	Ensembl	ENSDARG00000057378.7
A0A1L1QZW1	Ensembl	ENSDARG00000096001.3
A0A0R4IE42	Ensembl	ENSDARG00000104267.3
A0A0R4ISU8	Ensembl	ENSDARG00000076826.7
A0A0R4IYY8	Ensembl	ENSDARG00000102827.2
A0A0R4I9K6	Ensembl	ENSDARG00000104390.3
A0A0R4IAF3	Ensembl	ENSDARG00000112465.1
A0A0R4IE23	Ensembl	ENSDARG00000113826.1
A0A0R4IFM5	Ensembl	ENSDARG00000102475.2
A0A0R4IGC7	Ensembl	ENSDARG00000103348.2
A0A0R4IHV2	Ensembl	ENSDARG00000078238.4
A0A0R4IJC1	Ensembl	ENSDARG00000101934.2
A0A0R4IKJ8	Ensembl	ENSDARG00000094112.3
A0A0R4ILQ3	Ensembl	ENSDARG00000103506.2
A0A0R4IP15	Ensembl	ENSDARG00000102855.2
A0A0R4IR24	Ensembl	ENSDARG00000103457.2
A0A0R4IRB8	Ensembl	ENSDARG00000104929.2
A0A0R4IT08	Ensembl	ENSDARG00000104325.3
A0A0R4IU64	Ensembl	ENSDARG00000098903.2
A0A0R4IYF5	Ensembl	ENSDARG00000101651.2
A0A0R4IYK1	Ensembl	ENSDARG00000104119.3
Q1LUQ3	Ensembl	ENSDARG00000104771.2
A0A1D5NS76	Ensembl	ENSDARG00000079374.8
A0A1L1QZM1	Ensembl	ENSDARG00000105159.4
A0A286Y8P7	Ensembl	ENSDARG00000024112.8
A0A286Y8T8	Ensembl	ENSDARG00000101949.3
A0A286YAF1	Ensembl	ENSDARG00000088750.5
A0A286YA78	Ensembl	ENSDARG00000113903.1
A0A286YB18	Ensembl	ENSDARG00000109869.1
A0A1L1QZI9	Ensembl	ENSDARG00000052063.8
A0A2R8QF15	Ensembl	ENSDARG00000052082.6
A0A2R8QFP7	Ensembl	ENSDARG00000111060.1
A0A2R8QGU5	Ensembl	ENSDARG00000010934.11
A0A2R8QI81	Ensembl	ENSDARG00000112763.1
A0A2R8QLD1	Ensembl	ENSDARG00000030687.8
A0A2R8QNP3	Ensembl	ENSDARG00000087238.5
A0A2R8QQI8	Ensembl	ENSDARG00000113123.1
A0A2R8PWR5	Ensembl	ENSDARG00000107408.2
A0A2R8PWT4	Ensembl	ENSDARG00000086204.4
A0A2R8PZ15	Ensembl	ENSDARG00000115039.1
A0A2R8Q2I0	Ensembl	ENSDARG00000015876.12
A0A2R8Q3A6	Ensembl	ENSDARG00000113532.1
A0A2R8Q4P2	Ensembl	ENSDARG00000115091.1
A0A2R8Q5R0	Ensembl	ENSDARG00000109824.1
A0A2R8Q665	Ensembl	ENSDARG00000114920.1
A0A2R8Q670	Ensembl	ENSDARG00000013990.13
A0A2R8QCD4	Ensembl	ENSDARG00000111492.1
A0A2R8QE38	Ensembl	ENSDARG00000076030.6
A0A2R8QGC6	Ensembl	ENSDARG00000070726.6
A0A2R8QGU1	Ensembl	ENSDARG00000114892.1
A0A2R8QIQ8	Ensembl	ENSDARG00000059712.6
A0A2R8QLB0	Ensembl	ENSDARG00000059123.7
A0A2R8QMK5	Ensembl	ENSDARG00000109829.1
A0A2R8QNG8	Ensembl	ENSDARG00000109820.1
A0A2R8QNI0	Ensembl	ENSDARG00000110327.1
A0A2R8QP13	Ensembl	ENSDARG00000112832.1
A0A2R8QQM8	Ensembl	ENSDARG00000116267.1
A0A2R8QST1	Ensembl	ENSDARG00000073688.5
A0A2R8QTA2	Ensembl	ENSDARG00000100163.3
A0A2R8QUA2	Ensembl	ENSDARG00000116977.1
